21.6965 	EXP 	boxLeft: autoDraw = False
21.6965 	EXP 	boxRight: autoDraw = False
21.6965 	EXP 	cue: autoDraw = False
21.6965 	EXP 	target: autoDraw = False
21.6965 	EXP 	blank: autoDraw = True
21.8012 	EXP 	Device response: <KeyPress from None: t=21.68870782852173, value=left, duration=0.10797643661499023>
22.5302 	EXP 	New trial (rep=0, index=10): <Trial 10 (10 in rep 0) data={'cueType': 'endogenous', 'validity': 'valid', 'cueSide': 'right', 'targetSide': 'right', 'cueFile': 'posner/cue_arrow_right.png', 'thisN': 10, 'thisTrialN': 10, 'thisRepN': 0}>
22.5310 	EXP 	CODE: 0 TRIGGER: (FIX_ONSET) TIMESTAMP: 25.576108
22.5343 	EXP 	blank: autoDraw = False
22.5343 	EXP 	blank: autoDraw = False
22.5343 	EXP 	cue: image = 'posner/cue_arrow_right.png'
22.5343 	EXP 	target: image = 'posner/target_dot.png'
22.5343 	EXP 	fixation: autoDraw = True
22.5343 	EXP 	boxLeft: autoDraw = True
22.5343 	EXP 	boxRight: autoDraw = True
23.0178 	EXP 	cue: autoDraw = True
23.0303 	EXP 	CODE: 12 TRIGGER: (CUE_RIGHT) TIMESTAMP: 26.075424
23.1053 	EXP 	cue: autoDraw = False
23.4805 	INFO 	Keyboard events cleared
23.4805 	EXP 	target: autoDraw = True
23.4930 	EXP 	CODE: 22 TRIGGER: (TARGET_RIGHT) TIMESTAMP: 26.538114
23.6930 	EXP 	Device response: <KeyPress from None: t=23.689945220947266, value=right, duration=None>
23.6931 	EXP 	CODE: 31 TRIGGER: (RESPONSE_CORRECT) TIMESTAMP: 26.738241
23.6931 	EXP 	CODE: 40 TRIGGER: (ITI_ONSET) TIMESTAMP: 26.738272
23.6933 	DATA 	Keypress: right
23.6972 	EXP 	fixation: autoDraw = False
23.6972 	EXP 	boxLeft: autoDraw = False
23.6972 	EXP 	boxRight: autoDraw = False
23.6972 	EXP 	cue: autoDraw = False
23.6972 	EXP 	target: autoDraw = False
23.6972 	EXP 	blank: autoDraw = True
23.8181 	EXP 	Device response: <KeyPress from None: t=23.689945220947266, value=right, duration=0.1269831657409668>
